City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
306,Buchanan,5.88,-10.05,76.35,87,96,9.78,LR,2020-09-06 23:03:41
307,Rio Gallegos,-51.62,-69.22,46.4,61,80,8.05,AR,2020-09-06 23:01:31
308,Lawrenceburg,38.04,-84.9,80.6,51,1,9.17,US,2020-09-06 23:03:42
309,Kabalo,-6.05,26.92,77.0,33,69,3.74,CD,2020-09-06 23:03:43
310,Naze,28.37,129.48,82.4,83,75,8.05,JP,2020-09-06 23:03:43
311,Quzhou,28.96,118.87,70.5,70,0,2.08,CN,2020-09-06 23:03:43
312,Bokoro,12.38,17.06,74.35,85,53,3.33,TD,2020-09-06 23:03:44
313,Tommot,58.96,126.29,51.6,86,54,1.74,RU,2020-09-06 23:03:44
314,Krasnyy Chikoy,50.36,108.75,48.25,89,4,1.52,RU,2020-09-06 23:03:44
315,Picayune,30.53,-89.68,91.4,41,1,5.82,US,2020-09-06 23:03:45
316,Biak,-0.91,122.88,76.6,87,95,7.76,ID,2020-09-06 23:03:45
317,Los Llanos De Aridane,28.66,-17.92,73.4,78,20,6.93,ES,2020-09-06 23:03:45
318,Nevinnomyssk,44.63,41.95,66.0,7,100,4.0,RU,2020-09-06 23:03:45
319,Tagusao,9.19,117.81,81.7,77,100,3.0,PH,2020-09-06 23:03:46
320,Progreso,21.28,-89.67,89.6,66,75,13.87,MX,2020-09-06 23:03:46
321,Tromso,69.65,18.96,48.2,93,90,12.75,NO,2020-09-06 22:58:54
322,Eyl,7.98,49.82,75.72,76,95,22.82,SO,2020-09-06 23:03:46
323,Evensk,61.95,159.23,48.15,73,98,9.35,RU,2020-09-06 23:03:46
324,San Cristobal,7.77,-72.22,84.2,74,40,9.17,VE,2020-09-06 23:03:46
325,Yaan,7.38,8.57,73.18,95,95,4.72,NG,2020-09-06 23:03:47
326,Sangueya,10.7,-14.37,74.14,94,97,4.03,GN,2020-09-06 23:03:47
327,Bara,10.37,10.73,73.99,92,100,6.22,NG,2020-09-06 23:03:47
328,Sao Gabriel Da Cachoeira,-0.13,-67.09,80.62,74,66,0.74,BR,2020-09-06 23:03:48
329,Karratha,-20.74,116.85,66.7,78,20,9.48,AU,2020-09-06 23:01:07
330,Kholmsk,47.05,142.06,64.4,100,81,2.13,RU,2020-09-06 23:03:48
331,Sept-Iles,50.2,-66.38,53.6,76,20,5.82,CA,2020-09-06 23:03:01
332,Ponta Delgada,37.73,-25.67,68.0,77,40,17.22,PT,2020-09-06 23:03:48
333,Atar,20.52,-13.05,92.7,34,100,1.92,MR,2020-09-06 23:03:48
334,Sunrise Manor,36.21,-115.07,114.8,5,1,6.93,US,2020-09-06 23:00:03
335,Sangar,63.92,127.47,45.86,81,70,7.25,RU,2020-09-06 23:03:49
336,Dawlatabad,36.41,64.91,59.4,29,0,3.62,AF,2020-09-06 23:03:49
337,Salalah,17.02,54.09,78.8,88,75,6.93,OM,2020-09-06 23:03:49
338,Chiplun,17.53,73.52,77.4,89,87,1.48,IN,2020-09-06 23:03:50
339,Beidao,34.57,105.89,61.63,66,0,1.79,CN,2020-09-06 23:03:50
340,Bambous Virieux,-20.34,57.76,69.8,88,75,5.82,MU,2020-09-06 23:03:50
341,Richards Bay,-28.78,32.04,64.11,82,81,9.53,ZA,2020-09-06 23:03:51
342,Afua,-0.16,-50.39,78.03,89,34,8.68,BR,2020-09-06 23:01:14
343,Doka,13.52,35.77,72.99,93,26,7.47,SD,2020-09-06 23:03:51
344,Bozeman,45.68,-111.04,86.0,14,1,5.82,US,2020-09-06 23:03:51
345,Hit,33.64,42.83,90.95,12,0,7.54,IQ,2020-09-06 23:03:52
346,Shelburne,44.08,-80.2,71.6,37,1,13.87,CA,2020-09-06 23:03:52
347,Port Macquarie,-31.43,152.92,66.99,65,0,0.96,AU,2020-09-06 22:59:45
348,Ketchikan,55.34,-131.65,60.8,82,90,2.91,US,2020-09-06 23:03:01
349,Visby,57.64,18.3,59.0,71,44,14.99,SE,2020-09-06 23:03:52
350,Aborlan,9.44,118.55,81.32,77,99,3.02,PH,2020-09-06 23:03:52
351,Catalao,-18.17,-47.95,73.06,31,0,8.03,BR,2020-09-06 23:00:43
352,Awbari,26.59,12.78,82.6,20,0,5.95,LY,2020-09-06 23:03:53
353,Buritis,-15.62,-46.42,74.75,32,0,3.33,BR,2020-09-06 23:03:42
354,Burns Lake,54.23,-125.75,61.65,66,89,6.87,CA,2020-09-06 23:03:53
355,Chifeng,42.27,118.96,64.58,73,21,4.25,CN,2020-09-06 23:03:53
356,Shu,43.6,73.76,54.32,40,0,5.32,KZ,2020-09-06 23:03:54
357,Mumford,5.26,-0.76,74.1,91,35,9.89,GH,2020-09-06 23:00:06
358,Poshekhonye,58.5,39.14,57.72,83,93,6.4,RU,2020-09-06 23:03:54
359,Majholi,23.5,79.92,75.22,83,12,3.2,IN,2020-09-06 23:03:54
360,Half Moon Bay,37.46,-122.43,104.0,27,1,17.22,US,2020-09-06 23:03:55
361,Bay Roberts,47.6,-53.26,60.01,65,2,5.7,CA,2020-09-06 23:03:55
362,Front Royal,38.92,-78.19,78.01,57,1,4.7,US,2020-09-06 23:03:55
363,Cowra,-33.83,148.68,54.0,78,0,3.0,AU,2020-09-06 23:03:55
364,Baruun-Urt,46.68,113.28,54.05,81,1,5.35,MN,2020-09-06 23:03:56
365,Bokajan,26.02,93.78,74.82,95,100,2.51,IN,2020-09-06 23:03:56
366,Wajima,37.4,136.9,82.83,72,100,7.72,JP,2020-09-06 23:03:56
367,Lensk,60.73,114.93,50.36,83,72,4.25,RU,2020-09-06 23:03:56
368,Victor Harbor,-35.57,138.62,72.0,30,36,1.01,AU,2020-09-06 23:03:57
369,Kavieng,-2.57,150.8,83.12,78,56,13.42,PG,2020-09-06 23:03:57
370,Arlit,18.74,7.39,93.97,24,0,9.89,NE,2020-09-06 23:03:57
371,Bend,44.06,-121.32,93.2,6,1,4.7,US,2020-09-06 22:59:54
372,Buarcos,40.17,-8.88,64.0,88,0,2.24,PT,2020-09-06 23:03:58
373,Darnah,32.77,22.64,77.18,69,0,14.79,LY,2020-09-06 23:03:58
374,Esperance,-33.87,121.9,50.0,100,90,14.99,AU,2020-09-06 23:03:59
375,Pandan,14.05,124.17,82.85,77,96,4.65,PH,2020-09-06 23:03:59
376,Ouesso,1.61,16.05,71.82,88,99,1.81,CG,2020-09-06 23:04:00
377,Aklavik,68.22,-135.01,46.4,47,20,5.82,CA,2020-09-06 23:04:00
378,Henties Bay,-22.12,14.28,54.0,92,0,5.99,NA,2020-09-06 23:04:00
379,Jaque,7.52,-78.17,78.94,84,100,11.7,PA,2020-09-06 23:04:00
380,Lamu,-2.27,40.9,75.49,80,4,13.67,KE,2020-09-06 23:04:01
381,Ati,13.22,18.34,77.72,77,76,7.78,TD,2020-09-06 23:01:54
382,East Wenatchee Bench,47.43,-120.28,96.01,15,1,4.7,US,2020-09-06 23:04:01
383,Zhangjiakou,40.81,114.88,61.9,71,0,5.84,CN,2020-09-06 23:04:01
384,Pangkalanbuun,-2.68,111.62,75.45,96,100,0.89,ID,2020-09-06 23:04:01
385,Palizada,18.25,-92.08,86.0,74,40,10.29,MX,2020-09-06 23:04:02
386,Saint-Louis,16.33,-15.0,82.4,88,28,11.97,SN,2020-09-06 23:04:02
387,Leshukonskoye,64.9,45.76,57.13,91,100,6.24,RU,2020-09-06 23:04:02
388,Bonthe,7.53,-12.51,75.78,91,100,8.16,SL,2020-09-06 23:04:02
389,Ostuni,40.73,17.58,75.99,78,0,3.36,IT,2020-09-06 23:04:02
390,Luderitz,-26.65,15.16,58.98,69,0,18.21,NA,2020-09-06 23:04:03
391,Tiarei,-17.53,-149.33,84.2,70,75,11.41,PF,2020-09-06 23:04:03
392,Innisfail,-17.53,146.03,66.0,86,79,7.0,AU,2020-09-06 22:59:21
393,Kenai,60.55,-151.26,60.8,41,1,8.05,US,2020-09-06 23:04:03
394,Fenelon Falls,44.53,-78.75,66.2,52,1,6.93,CA,2020-09-06 23:04:03
395,Houma,29.6,-90.72,91.4,43,5,9.17,US,2020-09-06 23:04:04
396,Mansa,29.98,75.38,80.29,73,4,3.11,IN,2020-09-06 23:04:04
397,Puerto Narino,-3.77,-70.38,84.2,79,75,2.24,CO,2020-09-06 23:04:04
398,Sawtell,-30.38,153.1,66.0,72,40,6.93,AU,2020-09-06 23:04:04
399,Mecca,21.43,39.83,88.12,37,0,2.86,SA,2020-09-06 23:03:37
400,Freeport,40.66,-73.58,75.99,64,1,12.75,US,2020-09-06 23:01:38
401,Ilinskiy,55.62,38.12,61.0,87,97,4.47,RU,2020-09-06 23:04:05
402,Najran,17.49,44.13,77.0,23,25,2.06,SA,2020-09-06 23:04:05
403,Farnham,51.21,-0.8,55.4,87,34,4.7,GB,2020-09-06 23:04:05
404,Oloron-Sainte-Marie,43.19,-0.61,60.8,67,90,8.05,FR,2020-09-06 23:03:43
405,Clyde River,70.47,-68.59,39.2,64,40,17.22,CA,2020-09-06 23:04:06
406,Baijiantan,45.63,85.18,60.67,54,99,40.02,CN,2020-09-06 23:04:06
407,Cap Malheureux,-19.98,57.61,66.99,89,92,3.0,MU,2020-09-06 23:01:09
408,Poronaysk,49.22,143.12,65.32,74,100,1.1,RU,2020-09-06 23:04:06
409,Sitka,57.05,-135.33,60.8,72,40,6.93,US,2020-09-06 23:04:06
410,Guerrero Negro,27.98,-114.06,93.74,37,0,12.75,MX,2020-09-06 23:04:07
411,Honiara,-9.43,159.95,84.2,74,40,11.41,SB,2020-09-06 23:04:07
412,Dig,27.47,77.33,84.0,65,0,2.71,IN,2020-09-06 22:59:14
413,Mitsamiouli,-11.38,43.28,74.71,72,0,3.89,KM,2020-09-06 23:04:07
414,Dudinka,69.41,86.18,42.8,100,40,6.71,RU,2020-09-06 23:04:08
415,Antigonish,45.62,-62.0,64.99,66,40,4.72,CA,2020-09-06 23:04:08
416,De-Kastri,51.47,140.78,67.87,72,1,5.14,RU,2020-09-06 23:04:08
417,Sibolga,1.74,98.78,76.1,74,97,4.0,ID,2020-09-06 23:01:05
418,Katima Mulilo,-17.5,24.27,64.4,36,0,3.36,NA,2020-09-06 23:04:09
419,Beckley,37.78,-81.19,75.2,47,1,5.82,US,2020-09-06 23:04:09
420,Sinnamary,5.38,-52.95,79.14,86,74,10.69,GF,2020-09-06 23:04:09
421,Kautokeino,69.01,23.04,43.7,83,67,3.78,NO,2020-09-06 23:04:09
422,Nazilli,37.92,28.32,71.28,43,0,3.02,TR,2020-09-06 23:04:10
423,Tambo,-14.8,-73.92,42.55,53,75,5.66,PE,2020-09-06 23:04:10
424,Broome,42.25,-75.83,68.0,56,1,3.36,US,2020-09-06 23:04:10
425,Quelimane,-17.88,36.89,69.8,77,20,4.7,MZ,2020-09-06 23:04:11
426,Elk City,35.41,-99.4,93.2,32,1,20.8,US,2020-09-06 23:04:03
427,Haslett,42.75,-84.4,71.6,56,20,18.34,US,2020-09-06 23:04:11
428,Dharampuri,22.17,75.35,80.44,76,8,1.19,IN,2020-09-06 23:04:11
429,Taicheng,38.73,113.23,59.92,66,29,3.42,CN,2020-09-06 23:04:11
430,Tenosique,17.48,-91.43,84.61,85,37,4.54,MX,2020-09-06 23:04:12
431,Flin Flon,54.77,-101.86,50.0,53,75,17.22,CA,2020-09-06 23:04:12
432,Coihaique,-45.58,-72.07,50.0,61,39,5.82,CL,2020-09-06 23:04:12
433,Nhulunbuy,-12.23,136.77,80.6,69,57,11.41,AU,2020-09-06 23:04:13
434,The Valley,18.22,-63.06,86.0,70,40,8.05,AI,2020-09-06 23:04:13
435,Pachino,36.72,15.09,75.0,82,38,2.46,IT,2020-09-06 23:04:13
436,Bandeirantes,-23.11,-50.37,75.22,36,0,2.84,BR,2020-09-06 23:00:14
437,Vao,-22.67,167.48,71.11,78,100,16.62,NC,2020-09-06 23:04:13
438,Ust-Kulom,61.69,53.69,49.23,95,0,2.98,RU,2020-09-06 23:04:13
439,Faya,18.39,42.45,69.8,21,0,6.55,SA,2020-09-06 23:04:14
440,Andros Town,24.7,-77.77,80.6,88,90,10.29,BS,2020-09-06 23:04:14
441,Serebryanyy Bor,56.8,124.8,49.82,80,0,2.51,RU,2020-09-06 23:04:14
442,Ouegoa,-20.35,164.43,76.21,65,100,12.84,NC,2020-09-06 23:04:15
443,Presidencia Roque Saenz Pena,-26.79,-60.44,61.09,76,100,7.99,AR,2020-09-06 23:04:15
444,Touros,-5.2,-35.46,75.2,73,67,6.93,BR,2020-09-06 23:04:15
445,Profitis Ilias,35.21,25.1,77.0,61,0,12.75,GR,2020-09-06 23:04:16
446,Sajanan,37.06,9.24,75.2,78,40,2.24,TN,2020-09-06 23:04:16
447,Amga,60.9,131.96,48.04,86,38,6.82,RU,2020-09-06 23:04:16
448,Namatanai,-3.67,152.43,83.75,72,8,7.58,PG,2020-09-06 23:04:16
449,Aksarka,66.56,67.8,48.45,58,72,4.05,RU,2020-09-06 23:04:17
450,Canaries,28.0,-15.5,75.0,83,20,17.22,ES,2020-09-06 23:04:17
451,Saint Pete Beach,27.73,-82.74,90.0,66,40,11.41,US,2020-09-06 23:04:17
452,San Isidro,-12.12,-77.05,60.8,77,90,11.41,PE,2020-09-06 23:04:17
453,Vilhena,-12.74,-60.15,82.33,23,35,2.53,BR,2020-09-06 23:04:18
454,Zambezi,-13.54,23.1,63.77,29,0,6.11,ZM,2020-09-06 23:04:18
455,Ribeira Grande,38.52,-28.7,69.1,74,11,25.88,PT,2020-09-06 23:04:19
456,Joura,26.34,77.81,82.11,72,29,5.66,IN,2020-09-06 23:04:19
457,Haines Junction,60.75,-137.51,60.89,36,0,2.77,CA,2020-09-06 23:04:19
458,San Patricio,19.22,-104.7,89.6,75,75,11.41,MX,2020-09-06 23:04:19
459,Yeppoon,-23.13,150.73,69.8,73,75,11.41,AU,2020-09-06 23:04:20
460,Khorol,49.78,33.28,64.49,40,75,6.78,UA,2020-09-06 23:04:20
461,Luanda,-8.84,13.23,71.6,94,75,3.36,AO,2020-09-06 23:04:20
462,Show Low,34.25,-110.03,93.2,5,1,10.29,US,2020-09-06 23:04:20
463,Santa Cruz,-17.8,-63.17,82.4,48,40,9.17,BO,2020-09-06 23:04:20
464,Yar-Sale,66.83,70.83,37.67,77,0,1.05,RU,2020-09-06 23:04:21
465,Itupiranga,-5.13,-49.33,86.0,51,3,1.12,BR,2020-09-06 23:04:21
466,Manzanillo,20.34,-77.12,83.37,74,43,4.9,CU,2020-09-06 23:04:21
467,Samarai,-10.62,150.67,78.96,86,99,16.62,PG,2020-09-06 23:04:21
468,Esso,55.93,158.7,48.07,85,100,3.91,RU,2020-09-06 23:04:22
469,Omsukchan,62.53,155.8,39.6,85,100,7.23,RU,2020-09-06 23:04:22
470,Zhigansk,66.77,123.37,43.74,85,84,17.78,RU,2020-09-06 23:04:22
471,Bardiyah,31.76,25.09,72.99,70,0,4.61,LY,2020-09-06 23:04:22
472,Mawlaik,23.63,94.42,76.37,94,99,1.23,MM,2020-09-06 23:04:22
473,Eureka,40.8,-124.16,88.0,60,1,5.82,US,2020-09-06 23:03:29
474,Ossora,59.24,163.07,51.69,72,90,14.61,RU,2020-09-06 23:04:23
475,Zhaodong,46.08,125.98,71.01,100,99,2.24,CN,2020-09-06 23:04:23
476,Santa Maria,-29.68,-53.81,57.78,94,100,10.02,BR,2020-09-06 23:02:30
477,Zhaoyuan,37.36,120.4,75.0,83,0,5.1,CN,2020-09-06 23:04:24
478,Birjand,32.87,59.22,62.6,25,0,6.93,IR,2020-09-06 23:04:24
479,Broken Hill,-31.95,141.43,57.2,44,0,10.29,AU,2020-09-06 23:04:24
480,Sedhiou,12.71,-15.56,77.0,94,90,4.7,SN,2020-09-06 23:04:25
481,Nago,26.59,127.98,82.0,88,1,10.29,JP,2020-09-06 23:04:25
482,Oksfjord,70.24,22.35,51.8,81,100,9.17,NO,2020-09-06 23:04:25
483,Kalmunai,7.42,81.82,78.67,71,98,4.85,LK,2020-09-06 23:04:25
484,Banda Aceh,5.56,95.32,78.21,72,100,5.37,ID,2020-09-06 23:04:25
485,Ambilobe,-13.2,49.05,67.69,75,38,3.0,MG,2020-09-06 23:04:26
486,Dingle,11.0,122.67,80.08,84,57,1.14,PH,2020-09-06 23:04:26
487,Pangnirtung,66.15,-65.71,40.57,70,55,2.46,CA,2020-09-06 23:04:26
488,Mehamn,71.04,27.85,50.0,87,75,236.0,NO,2020-09-06 23:04:26
489,Nsunga,-1.14,31.39,67.6,80,99,4.65,TZ,2020-09-06 23:04:27
490,Pedernales,18.04,-71.74,83.75,73,100,1.57,DO,2020-09-06 23:04:27
491,Oblivskaya,48.54,42.5,64.96,29,99,8.99,RU,2020-09-06 23:04:27
492,Mufumbwe,-13.68,24.8,59.38,36,0,7.29,ZM,2020-09-06 23:04:27
493,Hurghada,27.26,33.81,91.4,31,40,11.41,EG,2020-09-06 23:01:40
494,La Ronge,55.1,-105.28,50.0,61,75,13.87,CA,2020-09-06 23:04:28
495,Burnie,-41.07,145.92,53.35,78,21,4.0,AU,2020-09-06 23:02:55
496,Kvitok,56.07,98.48,46.13,69,87,7.85,RU,2020-09-06 23:04:28
497,Nemuro,43.32,145.57,68.34,95,88,9.6,JP,2020-09-06 23:04:28
498,Cherdakly,54.36,48.84,48.2,81,0,7.05,RU,2020-09-06 23:04:29
499,Pathein,16.78,94.73,78.24,90,84,3.71,MM,2020-09-06 23:03:47
500,Porbandar,21.64,69.61,81.95,84,37,8.46,IN,2020-09-06 23:04:29
501,Trinidad,-14.83,-64.9,91.4,59,65,1.9,BO,2020-09-06 23:00:17
502,Okahandja,-21.98,16.92,69.8,32,19,2.24,NA,2020-09-06 23:04:29
503,Guilin,25.28,110.29,77.0,94,90,4.47,CN,2020-09-06 23:04:29
504,Verkhnevilyuysk,63.45,120.32,44.06,85,8,3.27,RU,2020-09-06 23:04:30
505,Tomra,62.58,6.93,51.8,81,45,3.36,NO,2020-09-06 23:04:30
506,Poum,-20.23,164.02,73.74,76,100,7.92,NC,2020-09-06 23:04:30
507,Pierre,44.37,-100.35,87.8,22,1,18.34,US,2020-09-06 22:59:57
508,Ha Tinh,18.33,105.9,82.54,71,100,4.45,VN,2020-09-06 23:04:31
509,Sao Miguel Do Araguaia,-13.28,-50.16,81.99,23,17,1.48,BR,2020-09-06 23:04:31
510,Kudat,6.88,116.85,75.2,100,20,3.36,MY,2020-09-06 23:04:31
511,Hurricane,37.18,-113.29,109.4,6,1,18.34,US,2020-09-06 23:04:32
512,Marathon,44.9,-89.77,71.01,73,90,10.29,US,2020-09-06 23:04:33
513,Barahona,18.21,-71.1,81.55,77,98,5.95,DO,2020-09-06 23:04:33
514,Pitkyaranta,61.57,31.48,53.98,92,0,7.74,RU,2020-09-06 23:04:33
515,Rio Verde De Mato Grosso,-18.92,-54.84,84.94,16,23,3.6,BR,2020-09-06 23:04:33
516,Luau,-10.71,22.22,69.62,25,0,3.62,AO,2020-09-06 23:04:34
517,Macae,-22.37,-41.79,71.13,81,16,11.18,BR,2020-09-06 23:04:34
518,Toppenish,46.38,-120.31,95.0,19,1,1.07,US,2020-09-06 23:04:34
519,Sioux Lookout,50.1,-91.92,60.8,82,40,8.05,CA,2020-09-06 23:00:39
520,Tilichiki,60.47,166.1,46.8,69,97,3.04,RU,2020-09-06 23:04:35
521,Hamilton,39.18,-84.53,80.6,57,1,8.05,US,2020-09-06 23:00:09
522,Itarema,-2.92,-39.92,78.03,78,35,13.62,BR,2020-09-06 23:04:35
523,Marawi,8.0,124.29,78.01,84,40,5.01,PH,2020-09-06 23:04:35
524,Maragogi,-9.01,-35.22,73.18,79,0,8.97,BR,2020-09-06 23:04:35
525,Abu Kamal,34.45,40.92,84.58,14,0,3.22,SY,2020-09-06 23:04:35
526,Walajapet,12.93,79.38,77.92,89,19,1.88,IN,2020-09-06 23:04:36
527,Yenagoa,4.92,6.26,74.46,89,100,4.61,NG,2020-09-06 23:04:36
528,Basoko,1.24,23.62,70.2,87,67,1.39,CD,2020-09-06 23:04:36
529,Stawell,-37.05,142.77,51.49,73,0,17.63,AU,2020-09-06 23:04:37
530,Sambava,-14.27,50.17,65.64,80,0,8.57,MG,2020-09-06 23:04:37
531,Saint-Agapit,46.56,-71.44,64.99,60,20,3.4,CA,2020-09-06 23:04:37
532,Auki,-8.77,160.7,83.32,74,39,2.33,SB,2020-09-06 23:04:38
533,Valparaiso,-33.04,-71.63,57.2,71,99,9.17,CL,2020-09-06 23:04:38
534,Nabire,-3.37,135.48,79.93,84,95,2.84,ID,2020-09-06 23:00:22
535,Caiaponia,-16.96,-51.81,74.14,22,0,1.9,BR,2020-09-06 23:04:38
536,Port Hedland,-20.32,118.57,66.2,88,28,10.29,AU,2020-09-06 23:04:39
537,Bryan,30.67,-96.37,93.2,46,75,3.36,US,2020-09-06 23:04:39
538,Zhaotong,27.32,103.72,53.62,83,95,1.01,CN,2020-09-06 23:04:39
539,Boda,4.32,17.47,68.32,93,99,1.52,CF,2020-09-06 23:04:40
540,Pasuquin,18.33,120.62,77.0,94,20,3.36,PH,2020-09-06 23:04:40
541,Usinsk,65.99,57.53,51.44,93,58,11.18,RU,2020-09-06 23:04:40
542,Usogorsk,63.41,48.69,55.74,89,99,5.95,RU,2020-09-06 23:04:41
543,Yulara,-25.24,130.99,59.0,28,0,3.36,AU,2020-09-06 23:04:41
544,Obidos,-1.92,-55.52,85.89,52,62,4.79,BR,2020-09-06 23:04:41
545,Maralal,1.1,36.7,57.78,93,35,2.28,KE,2020-09-06 23:04:41
546,Matara,5.95,80.54,77.61,81,100,9.91,LK,2020-09-06 23:04:42
547,Mangai,-4.05,19.53,72.59,90,68,3.18,CD,2020-09-06 23:04:42
548,Alexandria,31.22,29.96,78.8,74,40,8.05,EG,2020-09-06 23:01:38
549,Bograd,54.23,90.83,50.0,87,100,2.24,RU,2020-09-06 23:04:42
550,Colares,38.8,-9.45,75.99,30,0,11.88,PT,2020-09-06 23:04:43
551,Oktyabrskiy,54.48,53.47,49.3,82,40,2.28,RU,2020-09-06 23:04:43
552,Rawson,-43.3,-65.1,52.32,49,0,8.14,AR,2020-09-06 23:04:43
553,Son La,21.32,103.9,70.95,95,100,1.36,VN,2020-09-06 23:04:44
554,Cam Ranh,11.92,109.16,80.6,88,20,2.24,VN,2020-09-06 23:04:44
555,Manaure,11.78,-72.44,88.12,64,7,13.76,CO,2020-09-06 23:04:44
556,Kirakira,-10.45,161.92,78.85,86,94,13.82,SB,2020-09-06 23:04:45
557,Erzin,36.96,36.2,80.01,83,0,1.52,TR,2020-09-06 23:04:45
558,Mattru,7.62,-11.83,72.63,98,100,2.42,SL,2020-09-06 23:04:45
559,Prince Rupert,54.32,-130.32,59.0,93,90,3.36,CA,2020-09-06 23:04:45
560,Hualmay,-11.1,-77.61,61.75,78,71,8.28,PE,2020-09-06 23:04:46
561,Split,43.51,16.44,66.2,72,0,3.36,HR,2020-09-06 23:01:32
562,Bambanglipuro,-7.95,110.28,76.19,86,97,7.52,ID,2020-09-06 23:03:24
563,Jalu,29.03,21.55,76.89,56,0,10.2,LY,2020-09-06 23:04:46
564,Gavle,60.67,17.14,48.99,92,20,1.01,SE,2020-09-06 23:04:46
565,Langsa,4.47,97.97,75.52,88,100,1.68,ID,2020-09-06 23:04:47
566,Balkanabat,39.51,54.37,78.66,16,0,24.16,TM,2020-09-06 23:04:47
567,Khrebtovaya,56.7,104.25,39.61,91,0,2.77,RU,2020-09-06 23:04:47
568,Khandyga,62.67,135.6,50.63,96,100,2.8,RU,2020-09-06 23:04:47
569,Sao Lourenco,-22.12,-45.05,64.89,40,57,2.55,BR,2020-09-06 23:02:43
570,Mbandaka,0.05,18.26,70.95,93,94,2.57,CD,2020-09-06 23:04:48
571,Kano,12.0,8.52,73.81,82,12,4.47,NG,2020-09-06 23:04:48
572,Edd,13.93,41.69,89.71,57,19,1.14,ER,2020-09-06 23:04:49
573,Guarda,40.54,-7.27,64.99,67,0,3.91,PT,2020-09-06 23:04:49
574,Tailai,46.38,123.4,63.57,82,69,7.9,CN,2020-09-06 23:04:50
575,Portland,45.52,-122.68,90.0,35,20,10.29,US,2020-09-06 23:00:44
576,Chauk,20.88,94.82,79.02,79,100,8.81,MM,2020-09-06 23:04:50
577,San Jose Iturbide,21.0,-100.38,73.0,64,90,13.87,MX,2020-09-06 23:03:04
578,Cabedelo,-6.98,-34.83,73.4,83,8,6.93,BR,2020-09-06 23:00:28
579,Young,-32.68,-57.63,57.0,69,53,4.0,UY,2020-09-06 23:04:51
580,Axim,4.87,-2.24,75.09,87,51,7.78,GH,2020-09-06 23:00:13
581,Bagotville,-28.98,153.42,64.4,77,90,8.05,AU,2020-09-06 23:04:51
582,Makakilo City,21.35,-158.09,86.0,74,75,6.93,US,2020-09-06 23:04:51
583,Lahaina,20.88,-156.68,89.6,51,1,18.34,US,2020-09-06 23:04:52
584,Kirkland Lake,48.14,-80.04,62.6,51,20,17.22,CA,2020-09-06 23:04:52
585,Hatta,24.12,79.6,77.04,78,1,4.27,IN,2020-09-06 23:04:53
586,Boca Do Acre,-8.75,-67.4,86.79,40,85,0.81,BR,2020-09-06 23:04:53
587,Pangody,65.85,74.49,47.12,86,89,2.08,RU,2020-09-06 23:04:39
588,Monterey,36.25,-121.25,113.0,29,1,12.75,US,2020-09-06 23:04:53
589,Egvekinot,66.32,-179.17,42.64,64,81,1.7,RU,2020-09-06 23:04:54
590,Olafsvik,64.89,-23.71,50.05,91,99,19.39,IS,2020-09-06 23:04:54
591,Araceli,10.55,119.99,83.77,71,100,1.54,PH,2020-09-06 23:04:55
592,Dubbo,-32.25,148.62,59.0,72,0,16.11,AU,2020-09-06 23:02:26
593,Sinegorye,62.08,150.48,52.66,62,72,2.82,RU,2020-09-06 23:04:55
594,Juneau,58.3,-134.42,60.8,51,20,8.05,US,2020-09-06 23:04:14
595,Berea,41.37,-81.85,73.0,49,90,8.05,US,2020-09-06 23:03:13
596,Klyuchevskiy,53.53,119.45,52.27,79,0,3.02,RU,2020-09-06 23:04:55
597,Temerloh,3.45,102.42,72.88,93,99,2.15,MY,2020-09-06 23:04:56
598,Inta,66.03,60.17,52.59,91,32,8.68,RU,2020-09-06 23:04:56
599,Zanesville,39.94,-82.01,75.2,53,1,4.7,US,2020-09-06 23:00:14
600,Ojinaga,29.57,-104.42,91.4,29,40,5.82,MX,2020-09-06 23:04:56
601,Itoman,26.12,127.67,82.0,83,75,12.75,JP,2020-09-06 23:04:57
602,Siddipet,18.1,78.85,75.54,91,100,7.7,IN,2020-09-06 23:04:57
603,Zyryanka,65.75,150.85,46.56,91,100,16.02,RU,2020-09-06 23:04:57
604,Manicore,-5.81,-61.3,84.24,32,13,1.1,BR,2020-09-06 23:04:57
605,Ilmajoki,62.73,22.57,46.99,100,20,2.24,FI,2020-09-06 23:04:58
606,Sarakhs,36.54,61.16,66.2,25,0,2.24,IR,2020-09-06 23:04:58
607,Madison Heights,42.49,-83.11,71.6,68,1,13.87,US,2020-09-06 23:04:58
608,Wamba,8.93,8.6,70.79,94,61,2.75,NG,2020-09-06 23:04:58
609,Kakogawa,34.77,134.85,86.0,83,75,12.75,JP,2020-09-06 23:04:59
610,Dilla,6.41,38.31,61.18,82,52,4.03,ET,2020-09-06 23:04:59
611,Coari,-4.08,-63.14,83.91,49,57,2.24,BR,2020-09-06 23:00:47
612,Breves,-1.68,-50.48,82.58,69,76,6.55,BR,2020-09-06 23:04:59
613,Saldanha,-33.01,17.94,51.8,76,0,2.24,ZA,2020-09-06 23:05:00
614,Harlingen,26.19,-97.7,86.0,70,75,10.29,US,2020-09-06 23:05:00
615,Valmiera,57.54,25.43,50.0,97,46,1.01,LV,2020-09-06 23:05:00
