City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
304,Palmer,US,2020-09-01 04:02:04,42.16,-72.33,62.6,77,75,3.36
305,Rovinj,HR,2020-09-01 04:02:49,45.08,13.64,60.8,87,40,12.75
306,Tynda,RU,2020-09-01 04:02:49,55.17,124.72,52.09,93,100,2.39
307,Nicoya,CR,2020-09-01 04:02:50,10.15,-85.45,74.5,91,47,1.41
308,Anloga,GH,2020-09-01 04:02:50,5.79,0.9,77.0,83,40,10.29
309,Maracaju,BR,2020-09-01 03:59:14,-21.61,-55.17,71.13,72,0,3.65
310,Ban Nahin,LA,2020-09-01 04:01:12,18.24,104.21,95.27,44,49,1.72
311,Camacha,PT,2020-09-01 04:02:51,33.08,-16.33,69.8,73,20,12.75
312,Catuday,PH,2020-09-01 04:02:51,16.29,119.81,83.79,76,69,11.21
313,Suoyarvi,RU,2020-09-01 04:02:51,62.08,32.35,45.48,92,63,7.67
314,Cockburn Town,TC,2020-09-01 04:00:12,21.46,-71.14,83.44,82,9,19.19
315,Foshan,CN,2020-09-01 04:02:52,23.03,113.13,96.01,34,45,9.75
316,Valparaiso,CL,2020-09-01 04:02:52,-33.04,-71.63,51.8,81,90,1.12
317,Acari,PE,2020-09-01 04:02:53,-15.43,-74.62,58.91,72,35,4.05
318,Jardim Do Serido,BR,2020-09-01 04:02:53,-6.58,-36.77,68.88,79,12,15.12
319,Jatiroto,ID,2020-09-01 04:02:54,-7.88,111.12,86.0,58,20,9.17
320,San Jose,US,2020-09-01 04:02:06,37.34,-121.89,66.2,68,90,11.41
321,Cururupu,BR,2020-09-01 04:02:54,-1.83,-44.87,75.16,91,1,4.14
322,Klaksvik,FO,2020-09-01 04:02:55,62.23,-6.59,51.8,100,100,17.22
323,Algiers,DZ,2020-09-01 04:01:46,36.75,3.04,55.4,93,0,2.24
324,Buffalo,US,2020-09-01 04:01:38,42.89,-78.88,71.6,68,75,10.29
325,Bayir,TR,2020-09-01 04:02:56,37.27,28.22,62.6,88,0,1.88
326,Yoichi,JP,2020-09-01 04:02:56,43.2,140.77,73.4,60,75,23.04
327,Negombo,LK,2020-09-01 04:02:57,7.21,79.84,82.4,83,75,8.05
328,Verkhnevilyuysk,RU,2020-09-01 04:02:58,63.45,120.32,65.12,48,39,6.33
329,Kumbhraj,IN,2020-09-01 04:02:58,24.37,77.05,77.65,87,81,7.43
330,Kuminskiy,RU,2020-09-01 04:02:58,58.67,66.57,58.05,69,56,8.1
331,Arman,RU,2020-09-01 04:02:59,59.7,150.17,55.35,65,99,5.23
332,Nhlangano,SZ,2020-09-01 04:02:59,-27.12,31.2,46.96,94,98,3.04
333,Ingham,US,2020-09-01 04:02:59,42.6,-84.38,66.0,88,1,9.17
334,Nemuro,JP,2020-09-01 04:02:59,43.32,145.57,62.6,82,75,9.17
335,Kurilsk,RU,2020-09-01 04:03:00,45.23,147.88,57.06,69,66,10.33
336,Chihuahua,MX,2020-09-01 03:58:21,28.5,-106.0,77.0,61,75,18.34
337,Sarh,TD,2020-09-01 04:03:00,9.14,18.39,73.4,94,20,1.95
338,High Prairie,CA,2020-09-01 04:01:37,55.43,-116.49,55.53,73,100,14.29
339,Lappeenranta,FI,2020-09-01 04:03:00,61.06,28.19,51.01,87,72,9.17
340,Paragominas,BR,2020-09-01 04:03:01,-2.97,-47.48,71.87,70,0,3.09
341,Eskil,TR,2020-09-01 04:03:01,38.4,33.41,64.31,29,0,1.45
342,Waipawa,NZ,2020-09-01 04:03:02,-41.41,175.52,46.4,100,87,23.04
343,Rio Grande,BR,2020-09-01 04:03:03,-32.03,-52.1,48.99,92,100,1.01
344,Dunda,TZ,2020-09-01 04:03:04,-8.12,34.25,56.01,81,81,1.07
345,Okhotsk,RU,2020-09-01 04:03:04,59.38,143.3,56.8,76,100,13.27
346,Avera,US,2020-09-01 04:03:04,33.19,-82.53,78.01,75,1,1.48
347,Ewo,CG,2020-09-01 04:03:05,-0.87,14.82,72.32,88,75,5.91
348,Nieuw Amsterdam,SR,2020-09-01 04:03:05,5.88,-55.08,80.01,91,47,7.14
349,Chuy,UY,2020-09-01 04:03:05,-33.7,-53.46,45.66,77,100,6.89
350,Brookings,US,2020-09-01 04:03:05,44.31,-96.8,59.0,67,1,6.93
351,Kulhudhuffushi,MV,2020-09-01 04:03:06,6.62,73.07,82.35,76,39,11.34
352,Coihueco,CL,2020-09-01 04:03:06,-36.62,-71.83,41.0,100,0,3.44
353,Hami,CN,2020-09-01 04:03:06,42.8,93.45,84.97,14,0,11.03
354,Palana,RU,2020-09-01 04:03:07,59.12,159.97,50.7,74,87,25.52
355,Takaka,NZ,2020-09-01 04:03:08,-40.85,172.8,57.99,78,3,5.99
356,Quatre Cocos,MU,2020-09-01 04:03:09,-20.21,57.76,73.0,83,75,11.41
357,Cayenne,GF,2020-09-01 04:00:06,4.93,-52.33,75.2,100,70,10.89
358,Kavaratti,IN,2020-09-01 04:03:09,10.57,72.64,82.4,78,40,9.17
359,Sayyan,YE,2020-09-01 04:03:09,15.17,44.32,64.83,47,13,3.51
360,Auki,SB,2020-09-01 04:03:10,-8.77,160.7,85.95,73,99,4.99
361,Pundaguitan,PH,2020-09-01 04:03:10,6.37,126.17,83.93,69,49,1.77
362,Ketchikan,US,2020-09-01 04:03:10,55.34,-131.65,59.0,93,90,4.7
363,Vila Franca Do Campo,PT,2020-09-01 04:03:11,37.72,-25.43,71.6,83,20,11.41
364,Srednekolymsk,RU,2020-09-01 04:03:11,67.45,153.68,51.78,51,75,11.03
365,Lamar,US,2020-09-01 04:03:12,33.67,-95.58,82.4,88,1,8.05
366,Wschowa,PL,2020-09-01 04:03:12,51.81,16.32,53.01,96,100,6.89
367,Husavik,IS,2020-09-01 04:03:12,66.04,-17.34,48.2,81,40,5.82
368,Balkanabat,TM,2020-09-01 04:03:14,39.51,54.37,81.95,29,0,5.28
369,Nalut,LY,2020-09-01 04:03:14,30.33,10.85,77.61,27,0,9.66
370,Dharmavaram,IN,2020-09-01 04:03:14,14.43,77.72,85.03,58,99,10.92
371,Grindavik,IS,2020-09-01 04:03:14,63.84,-22.43,50.0,100,90,8.05
372,Aksarka,RU,2020-09-01 04:03:15,66.56,67.8,47.46,84,100,6.26
373,Vanimo,PG,2020-09-01 04:03:15,-2.67,141.3,84.69,69,99,6.38
374,Lachhmangarh,IN,2020-09-01 04:03:16,27.82,75.03,81.79,71,58,13.98
375,Camopi,GF,2020-09-01 04:03:17,3.17,-52.32,71.47,94,0,3.15
376,Mendeleyevsk,RU,2020-09-01 04:03:17,55.91,52.29,66.2,63,77,13.42
377,Naze,JP,2020-09-01 04:03:18,28.37,129.48,87.8,84,75,25.28
378,Harwich,GB,2020-09-01 04:03:18,51.94,1.28,52.0,90,76,1.01
379,Scarborough,GB,2020-09-01 04:01:04,54.28,-0.4,46.0,90,12,6.11
380,Hovd,MN,2020-09-01 04:03:19,48.01,91.64,65.17,35,0,4.72
381,Kyzyl-Suu,KG,2020-09-01 04:03:19,42.34,78.0,65.79,51,100,0.78
382,Sherman,US,2020-09-01 04:03:19,33.64,-96.61,84.2,83,1,9.17
383,Aswan,EG,2020-09-01 04:03:20,24.09,32.91,83.53,22,0,5.84
384,Rocha,UY,2020-09-01 04:00:26,-34.48,-54.33,41.47,74,100,7.76
385,Souillac,MU,2020-09-01 04:03:20,-20.52,57.52,69.8,83,75,11.41
386,Wobulenzi,UG,2020-09-01 04:03:20,0.73,32.51,62.98,98,83,1.45
387,Santiago,CL,2020-09-01 03:59:35,-33.46,-70.65,48.0,81,85,5.82
388,Farmington,US,2020-09-01 04:02:04,36.73,-108.22,73.4,38,75,5.82
389,Hamilton,US,2020-09-01 04:03:21,39.18,-84.53,73.0,94,1,3.36
390,Karlstad,SE,2020-09-01 04:01:07,59.38,13.5,44.6,100,0,6.93
391,Juegang,CN,2020-09-01 04:03:21,32.32,121.19,88.0,61,4,11.77
392,Harbour Breton,CA,2020-09-01 04:03:21,47.48,-55.8,53.37,81,100,11.83
393,Narsaq,GL,2020-09-01 04:03:22,60.92,-46.05,46.4,75,97,9.17
394,Kihei,US,2020-09-01 03:59:50,20.79,-156.47,86.0,51,40,24.16
395,Santa Cruz,BO,2020-09-01 04:00:07,-17.8,-63.17,66.2,72,1,14.99
396,Nhamunda,BR,2020-09-01 04:03:22,-2.19,-56.71,73.18,93,12,3.74
397,Huntsville,US,2020-09-01 04:01:02,34.73,-86.59,73.4,94,1,3.36
398,Halifax,CA,2020-09-01 04:00:02,44.65,-63.57,53.01,92,0,5.06
399,Irbeyskoye,RU,2020-09-01 04:03:23,55.64,95.45,68.0,59,57,8.66
400,Alta Floresta,BR,2020-09-01 04:03:23,-9.88,-56.09,75.43,34,0,3.24
401,Moussoro,TD,2020-09-01 04:03:24,13.64,16.49,78.37,77,100,8.28
402,Santa Isabel,BR,2020-09-01 04:01:39,-23.32,-46.22,66.2,88,90,6.93
403,Kushiro,JP,2020-09-01 04:01:18,42.98,144.37,66.2,72,75,11.41
404,Namatanai,PG,2020-09-01 04:03:24,-3.67,152.43,83.23,74,88,5.01
405,Magnaga,PH,2020-09-01 04:03:25,7.17,125.89,85.91,65,90,2.73
406,Moron,AR,2020-09-01 04:02:22,-34.65,-58.62,48.99,85,100,5.01
407,Rio Gallegos,AR,2020-09-01 04:03:25,-51.62,-69.22,32.0,92,0,11.41
408,Bundaberg,AU,2020-09-01 03:59:11,-24.85,152.35,82.99,36,75,8.05
409,Kamiiso,JP,2020-09-01 04:03:25,41.82,140.65,68.0,88,75,21.92
410,Guerrero Negro,MX,2020-09-01 04:03:26,27.98,-114.06,72.57,73,1,13.96
411,Makhachkala,RU,2020-09-01 04:03:27,42.98,47.5,71.6,88,0,15.66
412,Yuryuzan,RU,2020-09-01 04:03:27,54.86,58.42,66.96,69,11,5.46
413,Saint-Joseph,RE,2020-09-01 04:03:28,-21.37,55.62,71.01,64,48,4.7
414,Tongliao,CN,2020-09-01 04:03:28,43.61,122.27,83.44,31,1,12.08
415,Chum Phae,TH,2020-09-01 04:03:29,16.54,102.1,86.16,68,97,3.22
416,Alofi,NU,2020-09-01 04:03:29,-19.06,-169.92,80.6,69,75,11.41
417,Pangai,TO,2020-09-01 04:03:29,-19.8,-174.35,82.4,78,20,9.17
418,Puerto Leguizamo,CO,2020-09-01 04:03:29,-0.19,-74.78,71.29,98,4,2.64
419,Kununurra,AU,2020-09-01 04:03:30,-15.77,128.73,96.8,26,73,9.17
420,Monschau,DE,2020-09-01 04:03:30,50.55,6.25,51.01,93,97,4.7
421,Muncar,ID,2020-09-01 04:03:31,-8.43,114.33,80.78,74,82,7.56
422,Morondava,MG,2020-09-01 04:03:32,-20.28,44.28,68.72,89,0,6.69
423,Kuching,MY,2020-09-01 04:03:32,1.55,110.33,86.0,74,40,4.7
424,Falun,SE,2020-09-01 04:03:33,60.6,15.63,43.0,87,0,4.7
425,Waingapu,ID,2020-09-01 04:03:33,-9.66,120.26,87.48,52,31,12.95
426,Tabas,IR,2020-09-01 04:03:33,33.6,56.92,75.33,20,0,0.18
427,Nizhneangarsk,RU,2020-09-01 04:03:34,55.78,109.55,55.9,70,60,6.08
428,Saint-Augustin,CA,2020-09-01 04:03:34,51.23,-58.65,45.16,88,67,7.38
429,Namibe,AO,2020-09-01 04:03:34,-15.2,12.15,58.6,83,0,0.27
430,Along,IN,2020-09-01 04:03:35,28.17,94.77,89.24,57,55,1.9
431,Bestobe,KZ,2020-09-01 04:03:35,52.5,73.1,73.92,51,42,11.5
432,Tougan,BF,2020-09-01 04:03:36,13.07,-3.07,72.48,94,70,4.56
433,Bengkulu,ID,2020-09-01 04:03:37,-3.8,102.27,85.46,65,1,9.19
434,Mpika,ZM,2020-09-01 04:03:37,-11.83,31.45,60.93,55,0,12.62
435,Clyde River,CA,2020-09-01 04:03:38,70.47,-68.59,41.0,69,75,18.34
436,Dingle,PH,2020-09-01 04:03:38,11.0,122.67,88.27,69,62,9.06
437,Mackenzie,CA,2020-09-01 04:01:08,55.3,-123.17,60.8,63,75,4.7
438,Nkowakowa,ZA,2020-09-01 04:03:38,-23.89,30.29,48.2,93,75,11.41
439,Kargopol,RU,2020-09-01 04:03:38,61.51,38.95,46.71,94,91,8.37
440,Copiapo,CL,2020-09-01 04:00:10,-27.37,-70.33,53.6,71,8,5.82
441,Manggar,ID,2020-09-01 04:03:39,-2.88,108.27,83.98,73,83,13.96
442,Manado,ID,2020-09-01 04:03:39,1.49,124.85,91.4,59,20,6.93
443,Santa Marta,CO,2020-09-01 04:01:48,11.24,-74.2,77.0,88,100,8.99
444,Dongsheng,CN,2020-09-01 04:03:39,39.82,109.98,74.28,21,4,17.81
445,Caravelas,BR,2020-09-01 04:03:40,-17.71,-39.25,71.28,90,89,5.5
446,Entre Rios,BR,2020-09-01 04:03:40,-11.94,-38.08,67.51,98,21,3.8
447,Peace River,CA,2020-09-01 04:03:40,56.25,-117.29,59.0,67,75,18.34
448,Mount Isa,AU,2020-09-01 04:00:19,-20.73,139.5,86.0,12,0,12.75
449,Pontianak,ID,2020-09-01 04:03:41,-0.03,109.33,89.22,60,95,2.82
450,Mineiros,BR,2020-09-01 04:00:10,-17.57,-52.55,69.03,33,0,1.61
451,Dongzhen,CN,2020-09-01 04:03:42,22.38,110.94,93.99,53,38,5.64
452,Kelvington,CA,2020-09-01 04:03:42,52.17,-103.53,45.9,57,39,8.75
453,Saint George,US,2020-09-01 03:59:01,37.1,-113.58,89.6,15,1,10.29
454,Ouallam,NE,2020-09-01 04:02:05,14.32,2.09,79.77,73,0,10.29
455,Sobolevo,RU,2020-09-01 04:03:43,54.43,31.9,55.92,94,99,8.34
456,Ixtapa,MX,2020-09-01 04:00:10,20.7,-105.2,78.01,100,90,8.05
457,Rio Pardo De Minas,BR,2020-09-01 04:03:43,-15.61,-42.54,59.0,83,21,6.22
458,High Level,CA,2020-09-01 04:03:43,58.52,-117.14,51.8,93,75,5.06
459,Te Anau,NZ,2020-09-01 04:03:43,-45.42,167.72,42.6,79,30,7.07
460,Sinnamary,GF,2020-09-01 04:03:44,5.38,-52.95,77.79,86,38,10.71
461,Taltal,CL,2020-09-01 04:00:45,-25.4,-70.48,54.36,75,99,2.75
462,Washougal,US,2020-09-01 04:03:44,45.58,-122.35,71.6,49,1,0.6
463,Zlynka,RU,2020-09-01 04:03:44,52.43,31.74,62.6,88,28,6.71
464,Iisalmi,FI,2020-09-01 04:03:45,63.56,27.19,46.4,93,0,8.05
465,Hofn,IS,2020-09-01 04:03:45,64.25,-15.21,51.35,93,81,12.8
466,Horsham,GB,2020-09-01 04:03:45,51.06,-0.33,48.0,93,10,1.12
467,Uspenka,UA,2020-09-01 04:03:46,48.39,39.16,70.32,39,0,4.9
468,Mbekenyera,TZ,2020-09-01 04:03:46,-10.0,38.98,63.97,85,100,1.99
469,Eyl,SO,2020-09-01 04:03:48,7.98,49.82,81.99,58,0,23.42
470,Riachao Das Neves,BR,2020-09-01 04:03:48,-11.75,-44.91,66.25,36,0,2.24
471,Louis Trichardt,ZA,2020-09-01 04:00:49,-23.04,29.9,52.03,92,100,8.66
472,Saldanha,ZA,2020-09-01 04:03:48,-33.01,17.94,50.99,76,33,13.78
473,Zlobin,HR,2020-09-01 04:03:48,45.29,14.65,60.8,100,75,3.36
474,Lasa,IT,2020-09-01 04:03:48,46.62,10.7,46.4,93,75,6.93
475,Berdigestyakh,RU,2020-09-01 04:01:18,62.1,126.7,65.98,51,39,5.93
476,Anadyr,RU,2020-09-01 04:03:49,64.75,177.48,48.2,57,20,11.18
477,Werota,ET,2020-09-01 04:03:49,11.92,37.7,59.97,91,96,3.74
478,Sherbakul,RU,2020-09-01 04:03:50,54.63,72.4,68.0,60,40,13.42
479,Bilibino,RU,2020-09-01 04:03:50,68.05,166.44,41.92,65,88,5.66
480,Saint-Pierre,RE,2020-09-01 04:03:50,-21.34,55.48,71.01,64,47,4.7
481,Harper,LR,2020-09-01 04:03:50,4.38,-7.72,75.24,82,100,8.88
482,Price,US,2020-09-01 04:03:51,39.6,-110.81,69.8,22,20,5.82
483,Umm Lajj,SA,2020-09-01 04:03:51,25.02,37.27,86.54,54,0,6.4
484,Batemans Bay,AU,2020-09-01 04:03:51,-35.72,150.18,59.0,56,27,1.99
485,Anderson,US,2020-09-01 04:01:52,34.53,-82.65,75.2,94,1,2.19
486,Sitka,US,2020-09-01 04:03:53,57.05,-135.33,55.4,93,75,9.17
487,Fukue,JP,2020-09-01 04:03:53,32.69,128.84,84.2,83,75,9.17
488,Enugu,NG,2020-09-01 04:03:53,6.44,7.49,72.05,94,100,7.7
489,Ushtobe,KZ,2020-09-01 04:03:54,45.25,77.98,84.74,17,23,2.98
490,Kudahuvadhoo,MV,2020-09-01 04:03:54,2.67,72.89,82.87,73,100,9.8
491,Esna,EG,2020-09-01 04:03:55,25.29,32.55,84.2,30,0,3.36
492,Pangody,RU,2020-09-01 04:03:55,65.85,74.49,53.04,75,100,15.7
493,Urucui,BR,2020-09-01 04:03:55,-7.23,-44.56,76.12,37,0,7.49
494,Coihaique,CL,2020-09-01 04:03:56,-45.58,-72.07,33.8,86,16,2.39
495,Portland,US,2020-09-01 04:02:36,45.52,-122.68,70.0,65,55,6.06
496,Senanga,ZM,2020-09-01 04:03:56,-16.12,23.27,72.19,38,99,6.31
497,Fare,PF,2020-09-01 04:03:56,-16.7,-151.02,78.37,74,21,23.15
498,Sokoto,NG,2020-09-01 04:03:58,13.06,5.24,75.16,82,52,10.31
499,Stony Plain,CA,2020-09-01 04:01:31,53.53,-114.0,62.01,59,90,14.99
500,Petropavl,KZ,2020-09-01 04:03:59,54.88,69.16,66.2,72,92,8.95
501,Chirongui,YT,2020-09-01 04:03:59,-12.93,45.15,77.0,65,20,13.87
502,Barcelos,PT,2020-09-01 04:03:59,41.54,-8.62,61.0,87,73,2.24
503,Pervomayskoye,RU,2020-09-01 04:04:00,43.92,46.71,75.79,58,0,18.1
504,Klyuchi,RU,2020-09-01 04:04:00,52.27,79.17,78.94,34,6,11.56
505,Bolotnoye,RU,2020-09-01 04:04:01,55.67,84.4,66.96,65,100,16.49
506,Coromandel,BR,2020-09-01 04:00:53,-18.47,-47.2,69.91,49,0,11.63
507,Minot,US,2020-09-01 04:00:12,48.23,-101.3,57.99,50,1,4.07
508,Kromy,RU,2020-09-01 04:04:01,52.69,35.77,64.08,60,22,6.11
509,Pizarro,CO,2020-09-01 04:04:02,4.95,-77.37,77.56,87,82,5.19
510,Balakovo,RU,2020-09-01 04:04:02,52.03,47.8,69.71,43,0,4.43
511,Westport,US,2020-09-01 04:02:07,41.14,-73.36,71.6,68,1,10.29
512,Korsakov,RU,2020-09-01 04:04:02,46.63,142.78,66.2,72,75,11.18
513,Alyangula,AU,2020-09-01 04:04:03,-13.85,136.42,91.4,26,71,11.41
514,Bagdarin,RU,2020-09-01 04:04:03,54.43,113.6,52.79,82,100,3.85
515,Floyita,GR,2020-09-01 04:04:03,40.27,23.22,73.0,68,0,1.12
516,Teya,RU,2020-09-01 04:04:04,60.38,92.63,57.92,89,100,12.21
517,Paramonga,PE,2020-09-01 04:04:04,-10.67,-77.83,60.08,85,97,11.27
518,Bouna,CI,2020-09-01 04:04:05,9.27,-3.0,69.42,92,65,5.95
519,Johnstown,US,2020-09-01 04:04:05,40.33,-78.92,63.0,88,90,12.75
520,Ashdod,IL,2020-09-01 04:04:06,31.82,34.65,80.6,83,20,8.05
521,Lamu,KE,2020-09-01 04:04:06,-2.27,40.9,76.37,79,6,14.36
522,Kirando,TZ,2020-09-01 04:04:06,-7.42,30.6,71.91,44,0,6.71
523,Novo Aripuana,BR,2020-09-01 04:04:06,-5.12,-60.38,74.39,86,9,2.28
524,Vao,NC,2020-09-01 04:04:07,-22.67,167.48,68.29,73,19,14.03
525,Abhar,IR,2020-09-01 04:04:07,36.15,49.22,59.74,43,0,2.57
526,Noyabrsk,RU,2020-09-01 04:04:07,63.2,75.45,51.21,94,100,17.96
527,Hangu,CN,2020-09-01 04:04:08,39.25,117.79,87.8,38,26,11.18
528,Nerchinskiy Zavod,RU,2020-09-01 04:04:08,51.31,119.61,52.65,91,100,4.0
529,Palmeiras De Goias,BR,2020-09-01 04:04:08,-16.8,-49.93,69.94,39,0,4.81
530,Parabel,RU,2020-09-01 04:04:08,58.7,81.48,61.59,84,91,9.35
531,Betong,TH,2020-09-01 04:04:09,5.77,101.07,89.92,53,55,2.35
532,Morden,CA,2020-09-01 04:02:10,49.19,-98.1,50.0,100,1,5.82
533,Rameswaram,IN,2020-09-01 04:04:09,9.28,79.3,83.39,74,84,10.11
534,Kibre Mengist,ET,2020-09-01 04:04:09,5.88,38.98,59.77,93,100,3.74
535,Mingshui,CN,2020-09-01 04:04:09,36.72,117.5,84.42,56,2,5.79
536,Kawalu,ID,2020-09-01 04:04:09,-7.38,108.21,82.13,63,93,4.88
537,Mackay,AU,2020-09-01 04:04:10,-21.15,149.2,77.0,64,0,11.41
538,Vestmannaeyjar,IS,2020-09-01 04:04:10,63.44,-20.27,52.45,89,100,21.61
539,Asau,RO,2020-09-01 04:04:10,46.43,26.4,59.0,97,0,0.76
540,Toora-Khem,RU,2020-09-01 04:04:10,52.47,96.11,62.76,53,0,3.33
541,Voka,EE,2020-09-01 04:04:11,59.4,27.58,55.9,89,97,12.97
542,Qinzhou,CN,2020-09-01 04:04:11,21.95,108.62,94.66,49,1,10.38
543,Kedrovyy,RU,2020-09-01 04:04:11,56.17,91.82,69.8,56,39,11.18
544,Mtama,TZ,2020-09-01 04:04:12,-10.3,39.37,65.32,90,75,1.61
545,Peniche,PT,2020-09-01 04:04:12,39.36,-9.38,62.01,87,76,4.0
546,General Roca,AR,2020-09-01 04:02:38,-39.03,-67.58,51.8,50,96,11.41
547,Oruro,BO,2020-09-01 04:02:20,-17.98,-67.15,41.13,74,80,7.81
548,Kharan,PK,2020-09-01 04:00:24,28.58,65.42,80.78,23,21,7.65
549,Nouakchott,MR,2020-09-01 04:03:17,18.09,-15.98,78.15,78,87,9.89
550,Agirish,RU,2020-09-01 04:04:13,61.92,63.02,52.99,81,54,5.55
551,Port Macquarie,AU,2020-09-01 04:04:13,-31.43,152.92,70.0,57,49,7.54
552,Sur,OM,2020-09-01 04:04:13,22.57,59.53,86.68,53,55,6.15
553,Gornopravdinsk,RU,2020-09-01 04:04:14,60.05,69.9,53.28,88,77,10.63
554,Ust-Nera,RU,2020-09-01 04:04:14,64.57,143.2,51.15,56,97,2.21
555,Hastings,GB,2020-09-01 04:04:15,50.86,0.57,53.01,90,89,6.24
556,Ngunguru,NZ,2020-09-01 04:04:15,-35.62,174.5,64.0,5,78,7.0
557,Omboue,GA,2020-09-01 04:04:16,-1.57,9.26,73.2,85,94,8.1
558,Andenes,NO,2020-09-01 04:04:16,69.31,16.12,50.0,100,75,12.75
559,Canto Do Buriti,BR,2020-09-01 04:04:17,-8.11,-42.94,75.11,50,0,7.96
560,Palembang,ID,2020-09-01 04:03:48,-2.92,104.75,87.8,66,75,17.22
561,Port Blair,IN,2020-09-01 04:02:29,11.67,92.75,85.95,68,100,7.02
562,Acapulco,MX,2020-09-01 04:04:17,16.86,-99.89,79.59,78,97,3.85
563,San Cristobal,VE,2020-09-01 04:04:17,7.77,-72.22,66.56,90,82,2.51
564,Neiafu,TO,2020-09-01 04:04:18,-18.65,-173.98,82.4,78,40,9.17
565,Port-Gentil,GA,2020-09-01 04:04:18,-0.72,8.78,74.84,84,100,12.82
566,Vila Velha,BR,2020-09-01 04:03:08,-20.33,-40.29,78.01,94,91,3.36
567,Merauke,ID,2020-09-01 04:04:19,-8.47,140.33,83.32,70,100,11.77
568,Ojinaga,MX,2020-09-01 04:04:19,29.57,-104.42,86.0,48,75,9.17
569,Maniitsoq,GL,2020-09-01 04:04:20,65.42,-52.9,45.05,75,68,9.35
570,Faratsiho,MG,2020-09-01 04:04:20,-19.4,46.95,51.78,72,0,3.98
571,Tarnogskiy Gorodok,RU,2020-09-01 04:04:21,60.5,43.58,49.8,94,100,11.92
572,Novyy Nekouz,RU,2020-09-01 04:04:21,57.9,38.07,60.6,94,93,9.55
573,Tiksi,RU,2020-09-01 04:04:21,71.69,128.87,45.14,75,0,13.13
574,Parkersburg,US,2020-09-01 04:04:21,39.27,-81.56,72.0,94,90,4.23
575,Pacific Grove,US,2020-09-01 04:04:22,36.62,-121.92,60.01,93,27,3.0
576,Arlit,NE,2020-09-01 04:04:23,18.74,7.39,91.17,37,51,4.59
577,Privolzhskiy,RU,2020-09-01 04:04:23,51.4,46.03,66.0,82,0,1.01
578,Chumikan,RU,2020-09-01 04:04:23,54.72,135.31,52.29,93,100,12.46
579,Shumskiy,RU,2020-09-01 04:04:23,54.83,99.13,67.89,50,16,3.29
580,Emilio Carranza,MX,2020-09-01 04:04:24,19.97,-96.61,83.55,77,3,12.37
581,Panaba,MX,2020-09-01 04:04:24,21.28,-88.27,77.56,86,0,8.99
582,Pisco,PE,2020-09-01 04:04:24,-13.7,-76.22,61.0,82,1,2.24
583,Aquiraz,BR,2020-09-01 04:04:24,-3.9,-38.39,78.8,78,75,12.75
584,Akdepe,TM,2020-09-01 04:04:25,42.06,59.38,68.0,42,4,11.41
585,Poum,NC,2020-09-01 04:04:25,-20.23,164.02,70.36,68,27,13.58
586,Pryazha,RU,2020-09-01 03:59:37,61.69,33.62,50.0,93,100,8.95
587,Lompoc,US,2020-09-01 04:03:42,34.64,-120.46,60.8,82,75,2.53
588,Batagay-Alyta,RU,2020-09-01 04:04:25,67.8,130.41,54.52,47,90,6.49
589,Kovdor,RU,2020-09-01 04:04:25,67.57,30.48,39.67,91,16,3.18
